"","date","demand","coal","nuclear","ccgt","wind","pumped","hydro","total_other"
"84",2018 Apr,31002.3867813589,689.583916473093,7111.01610853013,13851.0830703962,4247.08702534198,316.112940379404,341.883845899471,7053.28043079741
"85",2018 May,27568.6873146885,333.223732172518,6839.33986754442,12139.1913500322,2968.15357879317,251.185975137112,284.579554039724,8053.37176373525
"86",2018 Jun,27198.0638985421,233.202493844707,7326.10389646202,12571.4955902077,2376.71692900103,292.62798811901,143.105181852837,7292.29955593008
"87",2018 Jul,27537.8780241935,192.522065412186,7096.97569444444,13483.5452508961,1863.5809811828,229.727262544803,121.361447132616,7528.78772268336
"88",2018 Aug,27254.2678091398,406.801187275986,7478.37096774194,11242.8084677419,3162.67226702509,226.993727598566,212.543682795699,6901.83516191286
"89",2018 Sep,28024.1357235611,1786.49262082204,7200.58450283908,9340.53720197768,4900.52946065621,221.087691556975,398.275310120661,6807.83188881285
"90",2018 Oct,30843.1165994624,1291.10864695341,5750.35147849462,13049.0691084229,5416.87018369176,241.034498207885,597.263664874552,6449.12002659431
"91",2018 Nov,34185.5442774384,3139.44902723369,6143.81489663566,13107.7623194719,6673.38276335915,232.18942633571,519.246133035612,6217.16890065629
"92",2018 Dec,34286.4086279983,1900.95794483294,6580.64050476853,14147.8815692596,5997.1037444858,245.951872164574,587.724084047673,6011.58075898553
"93",2019 Jan,36903.8748430623,2432.0844873391,6145.05488295265,17841.8069197632,5468.99459181659,269.799225910089,461.924363983909,5317.42004206164
"94",2019 Feb,34220.8165922619,913.971478174603,6357.64632936508,14407.6421130952,6151.83643353175,251.002232142857,492.517981150794,8721.70570316233
"95",2019 Mar,31687.1553539427,565.480734767025,5684.76288082437,12426.8834005376,6535.24977598566,230.900201612903,593.01523297491,8808.82694242204
"96",2019 Apr,29539.9297453704,393.973263888889,6312.2462962963,13355.65,4778.33946759259,159.675694444444,277.303587962963,7329.65117126562
"97",2019 May,27687.7867383513,27.9689740143369,6103.05488351254,12918.8882168459,3043.77016129032,117.248095878136,177.667338709677,7566.0947413097
"98",2019 Jun,26640.7452546296,80.1702546296296,4443.23148148148,12605.5211805556,4200.32604166667,174.80775462963,267.128819444444,7335.78512358692
"99",2019 Jul,27047.5477150538,33.2110215053763,5174.33378136201,13329.0296818996,3467.93794802867,137.806563620072,278.064404121864,7108.89342488374
"100",2019 Aug,25990.6162869389,289.627280089982,5777.87748373938,9720.23709489435,5092.70392902349,176.926327480763,408.250422180866,7519.63980754532
"101",2019 Sep,27436.0991898148,237.252314814815,6431.82847222222,10433.0487268519,5466.2724537037,167.290393518519,506.519328703704,7386.92515317627
"102",2019 Oct,31174.8192840439,420.595935115457,6623.30074432081,13106.1426565447,6327.57792420666,223.428696314613,528.555132113821,6598.59740900913
"103",2019 Nov,34996.6018901632,1409.68577760034,6672.89437225771,14977.9225250839,5591.90838414634,194.78121814105,307.51623435282,7355.04507349626
"104",2019 Dec,33908.2600591804,1331.1342048818,6564.35515599828,11737.7484646822,7544.76413514855,228.753663453973,601.877082474742,8135.39523016712
"105",2020 Jan,34191.3806003584,1999.70777329749,6683.3142921147,11139.0682123656,8506.08086917563,187.747423835125,694.755264336918,7901.31247193795
"106",2020 Feb,32986.5401101533,1407.02514367816,5664.1725335249,9529.62607758621,9905.11087164751,194.855124521073,748.276221264368,9172.43988567373
"107",2020 Mar,30665.0172491039,647.983198924731,4559.37914426523,11332.313844086,7535.09229390681,181.857302867384,663.871079749104,9266.73237762702
"108",2020 Apr,24233.75625,140.750462962963,5253.99444444444,8489.084375,4732.64826388889,122.826967592593,382.47037037037,7975.64441786806
"109",2020 May,22705.4078181004,0,5537.27128136201,7389.35125448029,4175.676859319,114.897065412186,298.175739247312,8516.78504309801
"110",2020 Jun,24078.3574074074,6.95243055555556,4619.51226851852,10063.0815972222,4581.35613425926,132.349768518519,279.486458333333,6875.81023753912
